idPNMain,PNG,Name,RAJ2000,DECJ2000,MajDiam,mainClass,subClass
741,206.4-40.5,"NGC 1535",04:14:15.8,-12:44:22.02,33.3,E,m;r;s;
742,208.5+33.2,"Abell 30",08:46:53.5,17:52:45.48,127.0,R,a;m;r;s;
743,208.9-07.8,"TaWe 1",06:16:15.38,-00:00:25.0,145.0,,
745,210.0+03.9,"We 2-34",07:00:28.38,04:20:30.5,345.0,B,s;
746,210.3+01.9,"M 1-8",06:53:33.8,03:08:26.95,21.0,B,p;s;
747,211.2-03.5,"M 1-6",06:35:45.1,-00:05:37.36,4.0,B,m;r;s;
747,211.2-03.5,"M 1-6",06:35:45.1,-00:05:37.36,4.0,B,m;r;s;
748,211.4+18.4,"HaWe 10",07:55:11.3,09:33:09.2,105.0,R,
750,212.0+04.3,"M 1-9",07:05:19.2,02:46:59.16,2.7,E,m;s;
751,214.9+07.8,"Abell 20",07:22:57.7,01:45:32.83,67.3,R,r;
752,215.2-24.2,"IC 418",05:27:28.2,-12:41:50.24,14.0,E,m;r;s;
753,215.5-30.8,"Abell 7",05:03:07.5,-15:36:22.82,790.0,E,a;s;
754,215.6+11.1,"Abell 22",07:36:07.9,02:42:27.76,125.0,B,a;s;
755,215.6+03.6,"NGC 2346",07:09:22.5,-00:48:22.97,124.0,B,s;
756,216.0-00.2,"Abell 18",06:56:14.44,-02:53:08.1,80.0,E,a;r;s;
757,216.3-04.4,"We 1-5",06:41:34.59,-05:02:35.6,24.0,E,r;s;
758,217.1+14.7,"Abell 24",07:51:37.6,03:00:20.20,396.0,E,a;m;p;s;
759,217.4+02.0,"St 3-1",07:06:50.87,-03:05:09.0,15.0,R,
761,219.1+31.2,"Abell 31",08:54:13.2,08:53:53.02,970.0,E,m;r;s;
762,220.3-53.9,"NGC 1360",03:33:14.6,-25:52:17.94,420.0,B,m;s;
763,221.3-12.3,"IC 2165",06:21:42.8,-12:59:13.96,9.3,E,m;r;s;
764,221.6+46.4,"EGB 6",09:53:00.5,13:44:46.90,780.0,E,a;r;s;
765,221.7+05.3,"M 3-3",07:26:34.2,-05:21:52.16,16.6,B,m;p;s;
766,224.3+15.3,"Abell 25",08:06:46.5,-02:52:35.18,176.0,E,
768,226.4-03.7,"PB 1",07:02:46.76,-13:42:35.5,10.6,E,m;s;
769,226.7+05.6,"M 1-16",07:37:19.0,-09:38:49.67,7.7,B,a;m;s;
770,228.2-22.1,"LoTr 1",05:55:06.7,-22:54:02.20,142.0,R,a;r;
771,228.5-11.4,"KLSS 1-7",06:37:39.1,-18:57:23.18,34.0,E,r;
772,228.8+05.3,"M 1-17",07:40:22.2,-11:32:29.80,3.8,E,
773,229.6-02.7,"K 1-10",07:12:35.5,-16:05:59.71,62.0,B,a;m;p;s;
774,231.4+04.3,"M 1-18",07:42:04.1,-14:21:16.92,34.9,E,a;r;s;
775,231.8+04.1,"NGC 2438",07:41:50.52,-14:44:07.5,80.7,E,a;m;r;s;
776,232.0+05.7,"SaSt 2-3",07:48:03.7,-14:07:40.40,2.5,S,
777,232.4-01.8,"M 1-13",07:21:15.0,-18:08:36.92,18.6,B,p;s;
778,232.8-04.7,"M 1-11",07:11:16.7,-19:51:02.88,5.2,E,a;m;r;s;
779,233.5-16.3,"Abell 15",06:27:02.0,-25:22:49.80,36.6,R,a;r;s;
780,234.8+02.4,"NGC 2440",07:41:55.38,-18:12:31.3,58.9,B,m;p;s;
781,234.9-01.4,"M 1-14",07:27:56.5,-20:13:22.87,5.7,E,a;s;
782,235.3-03.9,"M 1-12",07:19:21.5,-21:43:55.45,1.8,B,m;p;s;
785,236.7+03.5,"K 1-12",07:50:11.5,-19:18:16.09,44.1,E,a;s;
786,238.0+34.8,"Abell 33",09:39:09.1,-02:48:31.46,272.0,R,a;r;s;
787,238.4-01.8,"KLSS 1-8",07:33:25.2,-23:25:40.80,214.1,E,a;m;s;
788,238.9+07.3,"Sa 2-21",08:08:44.3,-19:14:01.10,40.3,E,a;m;s;
789,239.6+13.9,"NGC 2610",08:33:23.42,-16:08:57.8,49.7,E,m;s;
790,239.6-12.0,"ESO 427-19",06:55:12.2,-29:07:28.52,24.5,R,s;
791,240.3+07.0,"Y-C 2-5",08:10:41.6,-20:31:32.16,8.0,R,
792,240.3-07.6,"M 3-2",07:14:49.76,-27:50:23.3,12.3,B,m;s;
793,241.0+02.3,"M 3-4",07:55:11.40,-23:38:12.6,33.0,E,m;
795,242.6-11.6,"M 3-1",07:02:49.9,-31:35:30.12,12.6,B,a;m;p;s;
796,243.3-01.0,"NGC 2452",07:47:26.2,-27:20:07.15,18.3,E,m;p;s;
797,243.8-37.1,"PRTM 1",05:03:01.7,-39:45:44.46,21.3,R,
798,244.5+12.5,"Abell 29",08:40:18.9,-20:54:36.25,455.0,E,r;
799,245.4+01.6,"M 3-5",08:02:28.9,-27:41:55.43,8.3,B,m;s;
800,248.7+29.5,"Abell 34",09:45:35.3,-13:10:15.60,290.0,R,a;r;s;
801,248.8-08.5,"M 4-2",07:28:53.8,-35:45:13.93,8.2,E,s;
803,249.3-05.4,"Abell 23",07:43:18.2,-34:45:11.52,69.0,R,r;s;
804,250.3+00.1,"Abell 26",08:09:01.6,-32:40:24.92,37.5,E,r;s;
805,251.1+00.7,"WRAY 17-15",08:13:21.5,-33:01:03.43,25.8,E,a;r;s;
806,251.1-01.5,"K 1-21",08:04:14.4,-34:16:00.12,28.0,B,a;s;
807,251.9-03.7,"CSST 1",07:57:06.5,-36:06:49.97,,R,
808,252.6+04.4,"Abell 27",08:31:52.6,-32:06:08.68,51.3,B,p;s;
809,253.5+10.7,"K 1-2",08:57:46.0,-28:57:35.93,110.0,B,a;p;s;
810,253.9+05.7,"M 3-6",08:40:40.2,-32:22:33.20,11.0,E,
812,255.3-59.6,"Lo 1",02:56:58.4,-44:10:17.90,451.0,B,a;r;s;
813,255.3-03.6,"WRAY 15-158",08:06:28.3,-38:53:23.93,10.0,S,
814,255.7+03.3,"Wray 16-22",08:36:16.6,-35:15:01.44,20.0,R,s;
815,257.1-02.6,"Vo 2",08:16:10.0,-39:51:50.65,8.0,R,
816,257.5+00.6,"RCW 21",08:30:54.2,-38:18:06.98,114.0,B,a;m;s;
817,257.8-05.4,"KLSS 1-10",08:05:33.7,-41:56:17.30,48.0,R,a;r;s;
818,258.0-15.7,"Lo 3",07:14:49.4,-46:57:39.67,108.0,E,p;r;s;
819,258.1-00.3,"Hen 2-9",08:28:27.96,-39:23:40.0,5.9,B,a;r;s;
820,259.1+00.9,"Hen 2-11",08:37:08.35,-39:25:08.3,121.7,B,p;s;
821,260.1+00.2,"Vo 3",08:37:24.6,-40:38:07.48,14.0,S,
824,261.0+32.0,"NGC 3242",10:24:46.1,-18:38:32.24,45.0,B,m;p;r;s;
825,261.6+03.0,"Hen 2-15",08:53:30.92,-40:03:42.0,32.0,B,a;s;
826,261.9+08.5,"NGC 2818",09:16:01.7,-36:37:38.75,56.2,B,p;s;
827,262.6-04.6,"Wray 17-18",08:23:53.80,-45:31:09.4,17.2,R,r;s;
828,263.0-05.5,"PB 2",08:20:40.2,-46:22:58.84,3.0,S,
829,263.3-08.8,"ESO 209-15",08:05:11.0,-48:23:31.88,20.0,R,
830,264.1-08.1,"Hen 2-7",08:11:31.88,-48:43:17.3,22.0,E,p;
831,264.4-12.7,"Hen 2-5",07:47:20.04,-51:15:03.4,3.8,S,
833,265.1-04.2,"LoTr 3",08:34:06.81,-47:16:38.5,28.0,R,r;
834,265.1-02.2,"Hen 2-13",08:43:28.08,-46:06:39.9,5.0,E,
835,265.7+04.1,"NGC 2792",09:12:26.62,-42:25:39.8,17.9,E,a;m;s;
836,268.4+02.4,"PB 5",09:16:09.6,-45:28:42.78,1.7,S,
837,269.7-03.6,"PB 3",08:54:18.3,-50:32:22.34,8.0,E,
838,270.1-02.9,"Wray 17-23",08:59:03.0,-50:23:39.70,10.0,S,
839,270.1+24.8,"K 1-28",10:34:30.6,-29:11:15.18,54.0,E,a;r;
840,272.1+12.3,"NGC 3132",10:07:01.67,-40:26:12.2,86.0,B,a;r;s;
841,272.4-05.9,"MeWe 1-1",08:53:36.84,-54:05:08.6,148.0,E,m;r;s;
842,273.2-03.7,"Hen 2-18",09:08:40.0,-53:19:13.91,16.4,B,
845,274.3+09.1,"Lo 4",10:05:45.8,-44:21:33.26,41.6,E,a;r;s;
846,274.6+02.1,"Hen 2-35",09:41:37.5,-49:57:58.72,4.0,S,
846,274.6+02.1,"Hen 2-35",09:41:37.5,-49:57:58.72,4.0,S,
847,274.6+03.5,"Hen 2-37",09:47:24.80,-48:58:14.7,26.1,E,a;r;s;
848,275.0-04.1,"PB 4",09:15:07.7,-54:52:43.79,12.2,E,m;r;s;
850,275.2-02.9,"Hen 2-28",09:22:06.8,-54:09:38.59,10.8,R,s;
851,275.3-04.7,"Hen 2-21",09:13:52.8,-55:28:16.79,3.0,S,
852,275.5-01.3,"Pe 2-4",09:30:48.4,-53:09:59.33,7.0,B,p;
853,275.8-02.9,"Hen 2-29",09:24:45.83,-54:36:15.4,16.0,B,p;
854,275.9-01.0,"NeVe 3-1",09:34:01.2,-53:11:58.49,40.0,E,a;r;
855,277.1-03.8,"NGC 2899",09:27:03.1,-56:06:21.20,68.5,B,a;m;p;s;
856,277.1-01.5,"Wray 16-55",09:37:51.9,-54:27:08.57,2.0,S,
857,277.7-03.5,"Wray 17-31",09:31:20.5,-56:17:39.37,149.0,E,m;p;r;s;
858,278.1-05.9,"NGC 2867",09:21:25.3,-58:18:40.68,14.4,E,a;m;r;s;
859,278.5-04.5,"Hen 2-32",09:30:54.8,-57:36:52.88,45.0,B,m;p;s;
860,278.6-06.7,"My 47",09:19:27.5,-59:12:00.40,2.5,B,s;
861,278.8+04.9,"PB 6",10:13:15.9,-50:19:59.27,12.0,R,
862,279.1-00.4,"IRAS 09517-5438",09:53:27.1,-54:52:39.61,,S,
863,279.6-03.1,"Hen 2-36",09:43:25.62,-57:16:55.5,24.8,B,s;
864,280.0+02.9,"Sa 2-56",10:11:57.7,-52:38:17.09,10.0,S,
865,280.5+01.8,"KLSS 1-12",10:10:34.4,-53:56:06.68,41.0,B,m;p;s;
866,281.0-05.6,"IC 2501",09:38:47.2,-60:05:30.91,8.0,E,m;r;s;
867,282.6-00.4,"PM 1-51",10:13:19.7,-56:55:32.23,6.1,S,
868,282.9+03.8,"Hen 2-48",10:31:32.03,-53:33:30.1,32.6,B,r;s;
869,283.3+03.9,"Hen 2-50",10:34:19.0,-53:41:03.77,13.5,B,p;
871,283.6+25.3,"K 1-22",11:26:43.8,-34:22:11.03,200.0,E,a;r;s;
872,283.8-04.2,"Hen 2-39",10:03:49.2,-60:43:48.25,12.4,E,m;r;s;
873,283.8+02.2,"My 60",10:31:33.42,-55:20:50.8,10.1,R,m;
874,283.9+09.7,"DS 1",10:54:40.6,-48:47:02.83,354.0,I,m;s;
876,285.4+01.5,"Pe 1-1",10:38:27.6,-56:47:06.40,3.0,B,m;p;
878,285.4-05.3,"IC 2553",10:09:20.9,-62:36:48.42,11.5,B,m;p;s;
879,285.4+02.2,"Pe 2-7",10:41:19.6,-56:09:16.34,5.6,E,
880,285.6-02.7,"My 59",10:23:09.1,-60:32:42.22,4.9,E,m;p;r;s;
881,285.4+01.2,"Pe 1-2",10:39:32.7,-57:06:13.72,4.0,E,
882,285.7-14.9,"IC 2448",09:07:06.3,-69:56:30.73,22.0,E,m;r;s;
883,286.0-06.5,"Hen 2-41",10:07:23.6,-63:54:30.06,4.0,S,
884,286.2-06.9,"Wray 17-40",10:06:59.6,-64:21:49.97,74.0,E,a;s;
885,286.3-04.8,"NGC 3211",10:17:50.3,-62:40:14.45,16.1,E,r;s;
886,286.3+02.8,"Hen 2-55",10:48:43.22,-56:03:09.6,18.0,R,a;r;s;
887,286.5+11.6,"Lo 5",11:13:54.15,-47:57:00.6,152.0,E,a;p;r;s;
888,286.8-29.5,"K 1-27",05:57:02.1,-75:40:22.51,61.0,E,m;p;s;
889,288.4-02.4,"Pe 1-3",10:44:31.1,-61:39:38.48,10.9,E,p;s;
890,288.7+08.1,"ESO 216-2",11:18:09.7,-52:10:02.32,36.0,E,a;p;r;
891,288.8-05.2,"Hen 2-51",10:35:45.8,-64:19:11.75,9.0,B,
894,289.8+07.7,"Hen 2-63",11:24:01.0,-52:51:19.37,3.0,R,a;m;r;s;
895,290.1-00.4,"Hf 48",11:03:56.0,-60:36:04.57,22.0,B,p;s;
896,290.5+07.9,"Fg 1",11:28:36.2,-52:56:04.02,55.0,B,p;r;s;
900,291.4+19.2,"LoTr 4",11:52:29.23,-42:17:38.7,30.4,E,a;r;
902,291.6-04.8,"IC 2621",11:00:20.1,-65:14:57.77,4.0,S,
903,291.7+03.7,"Hen 2-64",11:27:24.3,-57:17:58.99,9.1,B,p;s;
904,292.4+04.1,"PB 8",11:33:17.7,-57:06:14.00,6.6,E,a;r;s;
905,292.6+01.2,"NGC 3699",11:27:57.7,-59:57:27.72,47.0,B,a;p;s;
906,292.7+01.9,"Wray 16-93",11:30:48.48,-59:17:05.9,11.0,E,m;
907,292.8+01.1,"He 2-67",11:28:47.4,-60:06:37.30,5.2,E,
908,293.6+01.2,"Hen 2-70",11:35:11.0,-60:16:59.74,34.6,B,a;m;p;s;
909,293.6+10.9,"BlDz 1",11:53:06.5,-50:50:56.65,94.0,R,a;m;r;s;
910,294.1+43.6,"NGC 4361",12:24:30.8,-18:47:05.50,119.0,E,m;p;s;
911,294.1+14.4,"Lo 6",12:00:43.08,-47:33:10.8,77.0,E,m;r;s;
912,294.6+04.7,"NGC 3918",11:50:17.7,-57:10:56.89,18.7,B,m;p;s;
913,294.9-04.3,"Hen 2-68",11:31:45.4,-65:58:13.69,2.5,S,
914,294.9-00.6,"Hf 69",11:41:37.28,-62:28:54.8,65.0,E,m;p;s;
915,295.3-09.3,"Hen 2-62",11:17:43.2,-70:49:32.41,3.0,S,
916,296.3-03.0,"Hen 2-73",11:48:38.2,-65:08:37.32,3.3,B,a;m;s;
917,296.4-06.9,"Hen 2-71",11:39:11.2,-68:52:09.16,5.0,B,a;m;p;s;
918,296.6-20.0,"NGC 3195",10:09:20.84,-80:51:30.3,39.5,E,p;s;
919,297.4+03.7,"Hen 2-78",12:09:10.2,-58:42:37.44,3.5,S,
921,298.2-01.7,"Hen 2-76",12:08:25.4,-64:12:09.32,20.5,B,p;s;
922,298.3+06.6,"Po 1",12:18:32.74,-55:54:04.6,22.0,E,a;s;
923,298.3-04.8,"NGC 4071",12:04:14.68,-67:18:36.5,72.4,B,a;p;r;s;
924,299.0+18.4,"K 1-23",12:30:52.5,-44:14:15.90,64.3,E,m;r;
926,299.8-01.3,"Hen 2-81",12:23:01.2,-64:01:45.95,7.3,B,
927,300.2+00.6,"Hen 2-83",12:28:44.0,-62:05:35.05,4.7,B,
928,300.4-00.9,"Hen 2-84",12:28:46.85,-63:44:37.1,35.8,B,a;p;
929,300.5-01.1,"Hen 2-85",12:30:07.6,-63:53:00.31,9.2,B,a;m;s;
930,300.7-02.0,"He 2-86",12:30:30.4,-64:52:05.59,3.2,B,a;p;s;
931,300.8-03.4,"ESO 95-12",12:30:24.5,-66:14:25.80,18.0,R,m;s;
933,302.2+02.5,"Wray 16-120",12:45:54.5,-60:20:15.58,15.5,B,p;s;
935,302.6-00.9,"VBRC 4",12:48:31.6,-63:49:59.59,65.0,B,a;m;p;s;
937,304.2+05.9,"Wra 16-122",13:00:41.22,-56:53:40.5,36.0,R,m;r;
938,304.5-04.8,"IC 4191",13:08:47.3,-67:38:37.68,5.3,B,a;m;p;s;
939,304.8+05.1,"Hen 2-88",13:05:48.2,-57:39:24.26,1.7,S,
941,305.6-13.1,"ESO 40-11",13:34:14.1,-75:46:31.33,70.0,R,r;
942,305.7-03.4,"Wray 17-59",13:19:29.9,-66:09:08.06,24.0,E,r;
943,306.4-00.6,"Th 2-A",13:22:33.95,-63:21:02.0,27.3,R,m;r;
944,307.2-03.4,"NGC 5189",13:33:33.0,-65:58:26.69,163.0,B,m;p;s;
945,307.2-09.0,"Hen 2-97",13:45:22.4,-71:28:56.14,2.3,S,
946,307.3+05.0,"Wray 16-128",13:24:21.9,-57:31:19.31,18.0,R,r;
947,307.5-04.9,"MyCn 18",13:39:35.04,-67:22:51.8,17.3,B,m;r;s;
948,307.5-03.6,"WKG 1",13:37:32.2,-66:08:39.48,25.8,A,m;
949,308.2+07.7,"MeWe 1-3",13:28:04.92,-54:41:58.9,19.0,E,r;s;
950,308.4+00.4,"WRAY 17-62",13:38:42.6,-61:55:47.28,34.9,E,a;r;
952,308.6-12.2,"Hen 2-105",14:15:24.8,-74:12:46.58,41.5,E,m;s;
953,309.0-04.2,"Hen 2-99",13:52:30.7,-66:23:26.48,27.9,E,r;s;
954,309.0+00.8,"Hen 2-96",13:42:36.1,-61:22:29.17,2.8,B,m;
955,309.1-04.3,"NGC 5315",13:53:57.0,-66:30:50.94,10.7,B,a;m;p;s;
956,309.2+01.3,"VBRC 5",13:44:00.0,-60:49:46.85,93.0,E,a;r;s;
957,309.5-02.9,"MaC 1-2",13:54:27.4,-64:59:32.17,11.2,S,
958,310.3+24.7,"Lo 8",13:25:37.5,-37:36:14.94,132.0,E,m;r;
959,310.4+01.3,"Vo 4",13:53:23.1,-60:33:47.41,7.0,S,
960,310.6+01.4,"WKG 3",13:54:24.62,-60:27:22.3,56.1,B,r;
961,310.8-05.9,"LoTr 7",14:15:24.14,-67:31:54.7,16.0,E,r;
962,311.0+02.4,"SuWt 2",13:55:43.2,-59:22:40.01,86.5,E,a;m;r;s;
964,311.4+02.8,"Hen 2-102",13:58:13.9,-58:54:31.79,11.7,E,m;
965,312.3+10.5,"NGC 5307",13:51:03.3,-51:12:20.63,18.8,B,m;p;s;
966,312.6-01.8,"Hen 2-107",14:18:43.3,-63:07:09.48,10.7,E,r;
967,313.3+01.1,"WRAY 17-66",14:15:53.3,-60:01:37.78,4.5,S,
968,313.1+02.1,"PM 1-79",14:16:51.8,-58:53:10.00,,S,
969,313.8-12.6,"LoTr 11",15:21:10.51,-72:13:25.6,117.0,R,a;
970,313.8+10.3,"Fr 2-8",14:00:41.8,-51:02:27.60,115.0,E,a;
971,314.0+10.6,"MeWe 2-4",14:01:15.45,-50:40:09.9,422.0,E,a;m;
972,314.4+02.2,"PM 1-81",14:21:19.9,-58:38:22.09,4.7,E,
973,315.0-00.3,"Hen 2-111",14:33:18.45,-60:49:36.1,29.4,B,m;r;s;
974,315.1-13.0,"Hen 2-131",15:37:11.21,-71:54:52.9,10.0,E,m;s;
975,315.4+05.2,"Hen 2-109",14:20:48.9,-55:27:59.22,11.0,E,m;s;
978,315.7-01.2,"LoTr 9",14:41:17.80,-61:19:54.4,28.0,E,m;p;s;
979,315.7+05.5,"LoTr 8",14:21:59.93,-55:02:16.9,28.4,B,a;p;s;
980,316.1+08.4,"Hen 2-108",14:18:08.9,-52:10:39.76,13.6,R,
981,316.2+00.8,"GLMP 387",14:38:20.0,-59:11:46.10,6.0,S,
982,316.3-01.3,"LoTr 10",14:46:19.9,-61:13:34.82,42.0,B,a;s;
983,317.1-05.7,"NGC 5844",15:10:40.77,-64:40:25.9,118.0,B,m;p;s;
984,317.8+03.3,"WRAY 17-68",14:41:35.8,-56:15:11.70,67.0,B,r;s;
985,318.3-02.5,"Hen 2-116",15:06:01.87,-61:21:20.6,47.9,E,a;r;s;
986,318.3-02.0,"Hen 2-114",15:04:08.61,-60:53:20.2,26.1,B,a;p;s;
987,318.4-03.0,"ESO 135-04",15:08:43.57,-61:44:13.5,43.6,E,a;r;s;
988,318.4+41.4,"Abell 36",13:40:41.34,-19:52:55.3,450.0,B,a;p;r;s;
989,319.2+06.8,"Hen 2-112",14:40:30.9,-52:34:56.68,6.9,E,
990,319.6+15.7,"IC 4406",14:22:26.2,-44:09:02.41,46.4,B,m;r;s;
991,320.1-09.6,"Hen 2-138",15:56:01.68,-66:09:09.3,6.7,E,m;p;r;s;
992,320.3-28.8,"Hen 2-434",19:33:49.4,-74:32:58.67,7.4,B,
993,320.9+02.0,"Hen 2-117",15:05:59.2,-55:59:16.55,5.4,B,m;p;r;
994,321.0-03.8,"HaTr 2",15:30:18.58,-61:01:39.3,12.0,R,
995,321.0+08.3,"MeWe 1-5",14:46:35.10,-50:23:24.7,34.0,E,a;m;s;
996,321.0+03.9,"Hen 2-113",14:59:53.5,-54:18:07.20,1.5,B,a;m;p;r;s;
997,321.3+02.8,"Hen 2-115",15:05:16.8,-55:11:10.39,3.4,B,m;p;r;s;
998,321.3-16.7,"He 2-185",17:01:17.3,-70:06:03.35,2.9,E,
999,321.6+02.2,"CVMP 1",15:09:25.16,-55:33:05.7,258.0,B,a;m;p;s;
1000,321.8+01.9,"Hen 2-120",15:11:56.24,-55:39:46.7,36.1,B,a;m;r;s;
1001,322.1-06.6,"My 91",15:52:10.71,-62:30:46.6,7.3,B,p;s;
1002,322.4-00.1,"Pe 2-8",15:23:42.9,-57:09:25.02,2.5,S,
1003,322.4-02.6,"Mz 1",15:34:16.63,-59:09:08.2,49.3,B,a;m;r;s;
1004,322.5-05.2,"NGC 5979",15:47:41.17,-61:13:05.6,20.2,E,m;s;
1005,323.1-02.5,"Hen 2-132",15:38:01.22,-58:44:42.5,20.8,E,r;s;
1006,323.9+02.4,"Hen 2-123",15:22:19.4,-54:08:12.77,6.9,B,a;m;s;
1007,324.0+03.5,"PM 1-89",15:19:08.7,-53:09:50.04,27.0,E,m;s;
1008,324.1+09.0,"ESO 223-10",15:01:40.7,-48:21:02.02,18.0,E,a;r;
1009,324.2+02.5,"Hen 2-125",15:23:36.3,-53:51:27.97,3.8,S,
1010,324.8-01.1,"Hen 2-133",15:41:58.81,-56:36:25.7,1.8,E,
1011,325.0+03.2,"Hen 2-129",15:25:32.7,-52:50:37.97,2.9,S,
1012,325.4-04.0,"Hen 2-141",15:59:08.8,-58:23:51.72,13.0,B,s;
1013,325.8-12.8,"Hen 2-182",16:54:35.2,-64:14:28.43,3.1,S,
1014,325.8+04.5,"Hen 2-128",15:25:07.8,-51:19:42.28,1.7,S,
1015,326.0-06.5,"Hen 2-151",16:15:42.3,-59:54:00.97,1.8,S,
1016,326.1-01.9,"vBe 3",15:52:59.0,-56:24:25.92,12.0,E,
1017,326.4+07.0,"NeVe 3-2",15:19:43.88,-48:59:54.9,36.0,B,
1019,326.6+42.2,"IC 972",14:04:25.9,-17:13:40.84,47.0,R,m;r;s;
1021,327.1-01.8,"He 2-140",15:58:08.1,-55:41:50.14,4.1,S,
1022,327.1-02.2,"Hen 2-142",15:59:57.63,-55:55:33.1,4.2,E,p;s;
1023,327.5+13.3,"Hen 2-118",15:06:13.7,-42:59:56.47,1.3,S,
1024,327.7-05.4,"KoRe 1",16:19:10.4,-57:58:54.84,14.2,E,
1025,327.8+10.0,"NGC 5882",15:16:49.9,-45:38:58.60,15.6,B,m;p;s;
1026,327.8-07.2,"Hen 2-163",16:29:31.1,-59:09:24.52,22.1,B,a;r;s;
1027,327.8-01.6,"He 2-143",16:00:59.1,-55:05:39.73,3.7,E,
1028,327.8-06.1,"Hen 2-158",16:23:30.6,-58:19:22.66,2.0,E,
1030,328.0-01.6,"PM 1-105",16:01:50.8,-54:53:39.62,1.8,S,
1031,328.2+01.3,"Lo 10",15:49:29.1,-52:30:16.49,28.1,E,a;r;
1034,329.0+01.9,"Sp 1",15:51:40.9,-51:31:28.38,72.0,R,a;m;r;s;
1035,329.3-02.8,"Mz 2",16:14:32.40,-54:57:04.7,46.0,B,a;m;p;s;
1036,329.4-02.7,"Hen 2-149",16:14:24.1,-54:47:38.76,3.0,E,a;m;
1037,329.5+01.7,"VBRC 7",15:54:50.9,-51:22:35.22,119.0,E,a;m;r;s;
1038,330.2+05.9,"Lo 9",15:42:13.0,-47:40:44.26,107.0,B,a;p;s;
1039,330.6-03.6,"Hen 2-159",16:24:21.4,-54:36:02.81,18.0,B,m;p;s;
1040,330.6-02.1,"Hen 2-153",16:17:14.3,-53:32:05.17,18.9,B,p;s;
1042,330.9+04.3,"Wray 16-189",15:51:19.85,-48:26:07.6,20.0,E,m;
1043,331.0+01.2,"IRAS 16005-5041",16:04:16.7,-50:50:02.72,2.7,B,
1044,331.0-02.7,"Hen 2-157",16:22:14.3,-53:40:54.05,3.0,S,
1046,331.3-12.1,"Hen 3-1357",17:16:21.07,-59:29:23.5,4.0,B,m;p;r;s;
1047,331.3+16.8,"NGC 5873",15:12:50.9,-38:07:31.80,7.1,E,m;r;s;
1048,331.4-03.5,"Hen 2-162",16:27:50.9,-54:01:28.34,5.0,S,
1049,331.4+00.5,"Pe 1-4",16:08:58.7,-51:01:56.64,16.8,B,p;s;
1050,331.5-03.9,"Hen 2-165",16:29:59.71,-54:09:26.7,56.4,E,m;p;s;
1051,331.5-02.7,"Hen 2-161",16:24:37.85,-53:22:33.9,16.3,B,m;p;r;s;
1053,332.0-03.3,"Hen 2-164",16:29:53.3,-53:23:14.35,17.0,E,r;s;
1054,332.2+03.5,"Wra 16-199",16:00:22.0,-48:15:35.28,13.0,S,
1055,332.3-04.2,"Hen 2-170",16:35:21.2,-53:50:11.44,1.3,S,
1056,332.5-16.9,"HaTr 7",17:54:09.46,-60:49:57.7,188.0,,
1057,332.8-16.4,"HaTr 6",17:51:52.82,-60:23:21.7,42.0,E,s;
1058,332.9-09.9,"Hen 3-1333",17:09:00.9,-56:54:48.24,3.2,B,a;m;s;
1059,333.4+01.1,"Pe 1-5",16:15:20.0,-49:13:20.75,9.3,B,a;m;
1060,334.3-01.4,"MeWe 1-6",16:31:06.54,-50:26:36.5,19.1,E,a;r;
1061,334.3-09.3,"IC 4642",17:11:45.2,-55:24:01.66,24.1,R,m;p;s;
1062,334.8-07.4,"Hen 3-1312",17:03:02.9,-53:55:54.16,15.9,B,
1063,335.2-03.6,"HaTr 4",16:45:00.18,-51:12:21.1,26.0,B,
1064,335.4+09.2,"K 1-31",15:53:12.44,-41:50:26.3,30.8,E,a;r;s;
1065,335.4-01.1,"Hen 2-169",16:34:13.42,-49:21:12.1,33.0,B,a;m;p;
1066,335.5+12.4,"DS 2",15:43:05.0,-39:18:14.54,186.0,R,m;
1067,335.6-04.0,"MeWe 1-8",16:48:40.08,-51:09:19.6,24.0,E,a;r;s;
1068,335.9-03.6,"MeWe 1-7",16:47:57.06,-50:42:47.8,8.8,R,r;s;
1069,336.1+04.1,"PM 2-17",16:15:02.8,-45:11:54.10,6.5,E,
1070,336.2+01.9,"Pe 1-6",16:23:54.5,-46:42:14.15,10.2,E,s;
1071,336.2-06.9,"PC 14",17:06:14.8,-52:30:00.40,7.2,B,m;p;s;
1072,336.3-05.6,"Hen 2-186",16:59:36.1,-51:42:06.44,9.0,B,m;s;
1073,336.8-07.2,"K 2-17",17:09:35.9,-52:13:01.96,39.3,E,a;
1074,336.9+08.3,"WRAY 15-1407",16:02:13.0,-41:33:35.93,,S,
1075,336.9-11.5,"MeWe 1-10",17:34:28.20,-54:28:57.4,76.0,R,a;r;
1076,337.4+01.6,"Pe 1-7",16:30:25.9,-46:02:51.11,2.4,S,
1077,337.4-09.1,"Wray 16-266",17:22:37.0,-52:46:34.46,18.0,E,r;
1078,337.5-05.1,"Hen 2-187",17:01:37.0,-50:22:57.50,12.0,B,
1079,337.6-04.2,"MeWe 1-9",16:57:29.1,-49:46:54.98,17.0,E,a;r;
1080,338.1-08.3,"NGC 6326",17:20:46.38,-51:45:15.5,20.6,B,a;m;s;
1081,338.8+05.6,"IC 4599",16:19:23.21,-42:15:36.7,18.0,B,m;s;
1082,339.9+88.4,"LoTr 5",12:55:33.74,25:53:30.59,525.0,E,a;m;s;
1084,340.4-14.1,"Sa 1-6",18:00:59.4,-52:44:20.15,11.0,E,a;m;
