idPNMain,PNG,Name,RAJ2000,DECJ2000,MajDiam,mainClass,subClass
372,033.8-02.6,"NGC 6741",19:02:37.1,-00:26:56.98,9.1,E,m;p;s;
373,034.0+02.2,"K 3-13",18:45:24.6,02:01:23.84,,E,
375,034.3+06.2,"K 3-5",18:31:45.8,04:05:09.13,10.0,E,m;p;s;
376,034.5-11.7,"PM 1-308",19:36:17.5,-03:53:25.26,1.8,,
377,034.5-06.7,"NGC 6778",19:18:24.95,-01:35:47.2,21.4,B,m;p;s;
378,034.6+11.8,"NGC 6572",18:12:06.4,06:51:12.17,15.0,B,m;p;r;s;
381,035.7-05.0,"K 3-26",19:14:39.2,00:13:36.30,10.0,B,m;p;s;
382,035.9-01.1,"Sh 2-71",19:01:59.96,02:09:16.1,132.4,B,m;p;s;
383,036.0+17.6,"Abell 43",17:53:32.3,10:37:23.74,80.0,R,s;
384,036.1-57.1,"NGC 7293",22:29:38.54,-20:50:13.6,970.0,B,m;p;s;
385,036.9-02.6,"HaTr 13",19:08:02.1,02:21:24.26,21.0,B,s;
386,036.9-01.1,"HaTr 11",19:02:59.35,03:02:21.3,21.0,E,m;s;
387,037.5-05.1,"Abell 58",19:18:20.5,01:46:59.63,44.0,E,a;p;r;s;
388,037.7-34.5,"NGC 7009",21:04:10.9,-11:21:48.24,28.0,B,m;p;s;
389,037.8-06.3,"NGC 6790",19:22:57.0,01:30:46.44,4.4,B,p;s;
390,037.9-03.4,"Abell 56",19:13:06.1,02:52:47.89,206.0,R,r;
391,038.1-25.4,"Abell 70",20:31:33.20,-07:05:18.1,45.2,E,a;r;s;
392,038.2+12.0,"Cn 3-1",18:17:34.11,10:09:03.5,5.7,E,
393,038.4-03.3,"K 4-19",19:13:22.6,03:25:00.30,,R,
395,038.7+01.9,"YM 16",18:54:57.3,06:02:31.06,375.0,E,a;m;s;
396,038.7-03.3,"M 1-69",19:13:53.9,03:37:41.66,9.4,E,
398,039.1-02.2,"PM 1-285",19:10:53.4,04:27:28.51,,E,a;r;
399,039.5-02.7,"M 2-47",19:13:34.6,04:38:04.45,6.9,E,m;
400,039.8+02.1,"K 3-17",18:56:18.16,07:07:26.2,18.6,B,m;s;
401,040.3-00.4,"Abell 53",19:06:45.9,06:23:52.48,31.9,R,r;s;
402,040.4-03.1,"K 3-30",19:16:27.7,05:13:19.45,3.0,R,
403,041.2-00.6,"HaTr 14",19:09:13.64,07:05:44.0,19.0,B,s;
406,041.8-02.9,"NGC 6781",19:18:28.1,06:32:19.28,141.0,B,a;m;r;s;
407,042.0+05.4,"K 3-14",18:48:32.8,10:35:50.75,,S,
408,042.5-14.5,"NGC 6852",20:00:39.21,01:43:40.9,28.0,B,a;m;s;
409,042.9-06.9,"NGC 6807",19:34:33.5,05:41:02.58,2.0,R,m;
410,043.0-03.0,"M 4-14",19:21:00.7,07:36:52.38,28.0,B,p;s;
411,043.1+37.7,"NGC 6210",16:44:29.5,23:47:59.57,14.0,B,a;m;p;s;
412,043.1+03.8,"M 1-65",18:56:33.6,10:52:10.06,4.2,E,a;m;s;
414,043.3+02.2,"PM 1-276",19:02:17.8,10:17:33.00,15.0,E,a;m;r;s;
415,043.3+11.6,"M 3-27",18:27:48.3,14:29:06.07,2.8,R,
416,043.5-13.4,"Abell 67",19:58:27.1,03:02:59.17,74.0,E,a;s;
417,044.0+05.2,"K 3-16",18:53:01.6,12:15:59.90,8.0,R,s;
418,044.1+05.8,"CTSS 2",18:50:46.8,12:37:30.22,,S,
419,044.1+01.5,"PM 1-281",19:06:32.1,10:43:23.92,,R,
420,044.3-05.6,"K 3-36",19:32:39.6,07:27:51.55,12.0,B,s;
421,044.3+10.4,"We 3-1",18:34:02.65,14:49:19.4,175.0,E,a;
422,045.4-02.7,"Vy 2-2",19:24:22.2,09:53:56.65,3.1,S,
423,045.6+24.3,"K 1-14",17:42:36.5,21:26:59.35,54.0,R,r;s;
425,045.7-04.5,"NGC 6804",19:31:35.14,09:13:31.2,58.3,B,a;m;s;
426,045.9-01.9,"K 3-33",19:22:26.7,10:41:21.37,,B,
427,046.3-03.1,"PB 9",19:27:44.8,10:24:20.81,13.0,E,a;m;s;
428,046.4-04.1,"NGC 6803",19:31:16.48,10:03:21.5,5.4,E,
429,046.7-01.6,"PM 1-301",19:22:50.3,11:27:55.40,9.0,E,s;
430,046.8+03.8,"Sh 2-78",19:03:10.1,14:06:58.90,655.0,I,
431,046.8+02.9,"CTSS 4",19:06:23.0,13:44:45.71,10.0,E,r;s;
432,047.0+42.4,"Abell 39",16:27:33.7,27:54:33.44,162.0,R,r;
433,047.1+04.1,"K 3-21",19:02:40.3,14:28:50.38,10.0,E,a;r;s;
434,047.1-04.2,"Abell 62",19:33:17.9,10:36:59.69,166.0,R,a;m;r;s;
436,048.0-02.3,"PB 10",19:28:14.4,12:19:36.16,11.0,B,m;p;s;
437,048.1+01.1,"K 3-29",19:15:30.6,14:03:49.82,,E,
438,048.5+04.2,"K 4-16",19:04:51.4,15:47:36.67,3.0,S,
439,048.7+02.3,"K 3-24",19:12:05.8,15:09:04.46,12.0,B,m;p;s;
441,048.7+01.9,"M 4-13",19:13:38.4,14:59:19.21,7.0,B,m;p;s;
442,049.3+88.1,"H 4-1",12:59:27.8,27:38:10.61,2.7,E,m;
444,049.4+02.4,"Hen 2-428",19:13:05.5,15:46:39.36,40.0,B,a;m;r;s;
446,050.4+05.2,"Abell 52",19:04:32.34,17:57:07.7,37.0,E,a;s;
447,050.4-01.6,"K 4-28",19:30:16.7,14:47:21.84,,S,
450,051.0-04.5,"PC 22",19:42:03.48,13:50:37.4,20.0,B,a;s;
451,051.0+03.0,"Hen 2-430",19:14:04.1,17:31:32.48,5.0,B,p;
453,051.4+09.6,"Hu 2-1",18:49:47.6,20:50:39.44,8.0,B,m;p;s;
454,051.5+00.2,"KLW 1",19:25:40.5,16:33:04.97,12.0,E,m;r;s;
455,051.5+06.1,"K 1-17",19:03:37.4,19:21:22.61,56.0,E,a;r;
456,051.9-03.8,"M 1-73",19:41:09.3,14:56:59.39,8.8,B,m;s;
458,052.2-04.0,"M 1-74",19:42:18.8,15:09:08.24,3.0,R,m;
459,052.5-02.9,"Me 1-1",19:39:09.8,15:56:48.12,6.0,B,m;
461,052.9-02.7,"K 3-41",19:39:15.9,16:20:48.52,7.5,E,
462,052.9+02.7,"K 3-31",19:19:02.7,19:02:20.87,2.0,S,
463,053.0+01.7,"KLSS 1-1",19:22:54.9,18:42:08.06,,E,a;p;s;
464,053.2-01.5,"K 3-38",19:35:18.4,17:13:00.70,4.0,E,a;p;
465,053.3+24.0,"Vy 1-2",17:54:23.0,27:59:57.98,6.0,E,m;r;s;
466,053.3+03.0,"Abell 59",19:18:40.0,19:34:32.99,94.0,E,a;r;s;
467,053.8-03.0,"Abell 63",19:42:10.3,17:05:14.39,48.0,B,p;s;
468,054.1-12.1,"NGC 6891",20:15:08.8,12:42:15.62,13.5,E,m;r;s;
469,054.4-02.5,"M 1-72",19:41:34.0,17:45:17.71,4.0,R,m;r;s;
470,055.0+01.8,"KLSS 1-2",19:26:40.1,20:29:15.04,,E,a;r;
471,055.1-01.8,"K 3-43",19:40:25.8,18:49:12.25,8.8,E,r;s;
472,055.2+02.8,"Hen 2-432",19:23:24.8,21:08:00.49,5.0,R,a;m;
473,055.3+02.7,"Hen 1-1",19:23:46.87,21:06:38.2,8.0,B,m;p;s;
474,055.3+06.6,"Abell 54",19:08:39.6,22:58:58.37,67.0,E,r;
475,055.4+16.0,"Abell 46",18:31:18.29,26:56:12.9,97.0,E,a;s;
476,055.5-00.5,"M 1-71",19:36:26.9,19:42:23.98,6.0,E,m;
477,055.6+02.1,"Hen 1-2",19:26:37.8,21:09:27.04,5.0,E,m;s;
478,056.0+02.0,"K 3-35",19:27:44.0,21:30:03.82,6.0,B,a;m;p;s;
479,056.4-00.9,"K 3-42",19:39:35.8,20:19:01.88,3.4,S,
480,056.8-06.9,"K 3-51",20:02:36.3,17:36:50.98,10.0,R,
481,057.2-08.9,"NGC 6879",20:10:26.7,16:55:21.29,5.0,R,a;m;r;s;
482,057.9-01.5,"Hen 2-447",19:45:22.2,21:20:04.02,3.0,B,m;p;s;
483,058.3-10.9,"IC 4997",20:20:08.75,16:43:53.6,2.5,B,a;m;s;
484,058.6+06.1,"Abell 57",19:17:05.7,25:37:33.42,40.0,B,a;m;p;
486,058.9+09.0,"Si 1-2",19:06:07.2,27:12:58.50,60.0,R,a;
487,058.9+01.3,"K 3-40",19:36:21.8,23:39:47.92,4.0,E,
488,059.0-01.7,"Hen 1-3",19:48:26.40,22:08:37.3,8.0,E,m;
489,059.0+04.6,"K 3-34",19:24:02.7,25:18:47.56,12.0,B,a;m;p;s;
491,059.4-00.7,"PM 1-313",19:45:34.2,22:58:32.59,,S,
492,059.4+02.3,"K 3-37",19:33:46.7,24:32:27.10,2.5,E,
493,059.7-18.7,"Abell 72",20:50:02.1,13:33:29.63,154.0,E,p;s;
494,059.9+02.0,"K 3-39",19:35:54.4,24:54:50.00,7.0,S,
495,060.0-04.3,"Abell 68",20:00:10.6,21:42:56.02,38.0,B,s;
496,060.1-07.7,"NGC 6886",20:12:42.8,19:59:22.67,9.3,B,m;p;s;
497,060.3-07.3,"Hen 1-5",20:11:56.1,20:20:04.42,32.0,E,m;r;s;
498,060.4+01.5,"HuDo 1",19:38:52.1,25:05:32.64,2.1,S,
499,060.5-00.3,"K 3-45",19:46:15.6,24:11:03.66,7.0,B,s;
500,060.5+01.8,"Hen 2-440",19:38:08.4,25:15:40.97,3.0,R,
501,060.8-03.6,"NGC 6853",19:59:36.38,22:43:16.0,475.0,B,m;p;s;
502,061.0+08.0,"K 3-27",19:14:30.0,28:40:45.48,16.4,R,a;r;
504,061.4-09.5,"NGC 6905",20:22:22.9,20:06:16.81,43.3,B,m;p;s;
506,061.9+41.3,"DdDm 1",16:40:18.2,38:42:19.91,1.4,S,
507,062.4+09.5,"NGC 6765",19:11:06.55,30:32:43.7,40.0,B,a;p;s;
508,062.4-00.2,"M 2-48",19:50:28.5,25:54:30.20,19.4,B,m;p;s;
509,063.1+13.9,"NGC 6720",18:53:35.1,33:01:45.01,89.0,E,m;r;s;
511,064.6+48.2,"NGC 6058",16:04:26.5,40:40:59.05,36.0,B,p;s;
512,064.7+05.0,"BD+30 3639",19:34:45.2,30:30:58.93,6.2,E,m;r;s;
513,064.9-02.1,"K 3-53",20:03:22.5,27:00:54.72,6.0,R,m;
514,064.9+15.5,"M 1-64",18:50:02.1,35:14:36.10,17.2,E,a;m;r;
515,065.1-03.5,"We 1-9",20:09:04.7,26:26:56.00,24.0,E,r;s;
516,065.2-05.6,"Hen 1-6",20:17:21.4,25:21:46.76,40.5,B,p;s;
517,065.4+03.1,"TaWe 2",19:43:48.0,30:14:07.40,17.0,B,p;
518,065.9+00.5,"NGC 6842",19:55:02.3,29:17:17.92,55.0,R,a;m;s;
519,066.7-28.2,"NGC 7094",21:36:53.0,12:47:19.32,102.5,E,a;p;s;
520,066.9-05.2,"Hen 1-7",20:19:38.1,27:00:11.23,5.0,E,m;
521,066.9+02.2,"K 4-37",19:51:00.7,31:02:28.75,12.0,B,m;p;s;
522,067.9-00.2,"K 3-52",20:03:11.4,30:32:34.15,2.5,B,a;m;
523,068.3-02.7,"Hen 2-459",20:13:57.9,29:33:55.94,3.0,B,m;r;s;
524,068.6+01.1,"Hen 1-4",19:59:18.2,31:54:38.52,22.0,E,m;r;s;
525,068.7+01.9,"K 4-41",19:56:34.0,32:22:12.97,3.0,R,
526,068.7+03.0,"PC 23",19:51:52.7,32:59:17.92,5.0,R,
527,068.7+14.8,"Sp 4-1",19:00:26.5,38:21:07.99,,B,a;m;r;s;
528,068.8-00.0,"M 1-75",20:04:44.1,31:27:24.41,63.0,B,a;m;r;s;
529,069.2+03.8,"K 3-46",19:50:00.2,33:45:51.2,36.2,B,p;r;s;
530,069.2+01.2,"KLW 5",20:00:42.0,32:27:40.93,,E,r;s;
531,069.2+02.8,"K 3-49",19:54:00.6,33:22:12.50,3.0,R,
532,069.4-02.6,"NGC 6894",20:16:24.0,30:33:53.17,56.4,E,m;r;s;
533,069.6-03.9,"K 3-58",20:21:58.3,29:59:22.16,20.0,B,m;r;s;
534,069.7+00.0,"K 3-55",20:06:56.2,32:16:33.1,9.0,E,
535,070.8+03.7,"TaWe 4",19:54:17.2,35:07:03.43,13.0,E,m;r;
537,071.6-02.3,"M 3-35",20:21:03.8,32:29:23.86,4.6,E,m;p;r;s;
538,072.1+00.1,"K 3-57",20:12:47.7,34:20:32.53,6.3,E,m;s;
540,072.7-17.1,"Abell 74",21:16:52.3,24:08:51.79,828.0,R,a;r;s;
541,073.0-02.4,"K 3-76",20:25:04.9,33:34:50.70,4.3,E,r;
542,074.5+02.1,"NGC 6881",20:10:52.5,37:24:42.70,10.0,B,a;m;p;s;
543,075.6+04.3,"ARO 342",20:04:16.1,39:35:32.89,28.0,R,a;r;s;
544,075.7+35.8,"Sa 4-1",17:13:50.4,49:16:11.24,15.0,R,m;r;s;
545,076.3+14.1,"Pa 5",19:19:30.5,44:45:43.20,157.0,E,a;m;r;s;
546,076.3+01.1,"Abell 69",20:19:58.26,38:24:02.8,23.0,B,a;m;r;s;
549,077.5+03.7,"KjPn 1",20:12:24.0,40:45:29.52,5.6,R,a;m;s;
551,077.6+14.7,"Abell 61",19:19:10.2,46:14:52.04,203.0,R,a;r;s;
552,078.3-02.7,"K 4-53",20:42:16.3,37:40:29.28,20.0,B,a;m;p;s;
553,078.5+18.7,"NGC 6742",18:59:19.8,48:27:55.51,33.0,R,a;r;s;
554,078.6+05.2,"Dd 1",20:08:43.0,42:30:09.40,20.0,E,r;
555,078.9+00.7,"Sd 1",20:29:18.9,40:15:20.59,13.0,E,a;m;r;s;
556,079.6+05.8,"M 4-17",20:09:01.9,43:43:43.54,31.0,B,r;s;
557,079.9+06.4,"K 3-56",20:06:55.4,44:14:18.64,4.0,R,m;s;
558,080.3-10.4,"MWP 1",21:17:08.3,34:12:27.22,840.0,B,a;p;s;
559,081.2-14.9,"Abell 78",21:35:29.3,31:41:46.14,128.0,E,a;m;s;
560,082.1-07.8,"Kn 24",21:13:37.7,37:15:37.44,190.0,B,a;m;s;
561,082.1+07.0,"NGC 6884",20:10:23.7,46:27:39.53,7.5,E,a;m;p;s;
562,082.5+11.3,"NGC 6833",19:49:46.6,48:57:40.10,0.6,B,a;m;p;s;
563,083.5+12.7,"NGC 6826",19:44:48.2,50:31:30.32,27.0,E,m;p;r;s;
564,083.7+05.7,"KLSS 2-5",20:22:16.4,47:03:55.94,16.4,R,s;
565,083.9-08.4,"K 3-81",21:22:15.4,38:07:15.17,10.0,R,s;
567,084.2+01.0,"K 4-55",20:45:10.0,44:39:14.58,71.0,B,m;r;s;
568,084.9-03.4,"NGC 7027",21:07:01.76,42:14:09.7,15.6,B,a;m;s;
569,084.9+04.4,"Abell 71",20:32:23.5,47:20:51.61,168.0,R,a;p;s;
570,085.3+52.3,"Jacoby 1",15:21:46.56,52:22:04.1,660.0,,
571,086.1+05.4,"We 1-10",20:31:52.36,48:52:49.7,195.0,R,a;r;
572,086.5+01.8,"IPHASX J205013.6+465515",20:50:13.7,46:55:15.24,77.0,E,a;
573,086.5-08.8,"Hu 1-2",21:33:08.3,39:38:09.56,8.0,B,p;r;s;
575,088.7+04.6,"K 3-78",20:45:22.7,50:22:39.90,6.0,R,
576,088.7-01.6,"NGC 7048",21:14:15.2,46:17:17.52,63.0,E,m;r;s;
577,089.0+00.3,"NGC 7026",21:06:18.57,47:51:06.7,39.0,B,a;m;p;s;
578,089.3-02.2,"M 1-77",21:19:07.4,46:18:47.23,8.0,S,m;
579,089.8-00.6,"Sh 1-89",21:14:07.55,47:46:21.2,68.0,B,m;s;
580,089.8-05.1,"IC 5117",21:32:31.0,44:35:47.76,3.5,B,m;r;s;
581,091.6-04.8,"K 3-84",21:38:49.0,46:00:27.79,8.0,E,m;r;
582,091.6+01.8,"We 1-11",21:10:52.3,50:47:14.78,27.0,B,p;r;s;
583,092.1+05.8,"K 3-79",20:53:13.6,53:45:42.16,11.5,B,r;s;
584,093.3-00.9,"K 3-82",21:30:51.5,50:00:08.46,24.0,E,p;r;s;
585,093.3-02.4,"M 1-79",21:37:01.30,48:56:04.0,46.0,B,a;m;p;s;
586,093.4+05.4,"NGC 7008",21:00:32.85,54:32:35.4,99.0,E,a;m;r;s;
588,094.0+27.4,"K 1-16",18:21:52.11,64:21:53.4,123.0,B,
589,094.5-00.8,"K 3-83",21:35:43.9,50:54:16.96,6.0,B,m;p;s;
591,095.1-02.0,"M 2-49",21:43:17.6,50:25:14.59,3.0,R,m;s;
592,095.2+00.7,"K 3-62",21:31:50.2,52:33:51.62,5.0,S,
593,095.2+07.8,"Abell 73",20:56:27.0,57:26:03.05,80.0,B,p;s;
594,096.3+02.3,"K 3-61",21:30:00.7,54:27:27.47,8.0,E,a;r;s;
595,096.4+29.9,"NGC 6543",17:58:33.4,66:37:58.80,26.5,B,m;p;r;s;
598,097.6-02.4,"M 2-50",21:57:41.8,51:41:39.01,16.0,B,a;r;s;
599,098.1+02.4,"K 3-63",21:39:12.0,55:46:03.94,7.0,B,m;p;s;
600,098.2+04.9,"K 3-60",21:27:26.5,57:39:06.44,3.0,R,
602,099.7-08.8,"HaWe 15",22:30:33.4,47:31:23.52,295.0,E,m;
603,100.0-08.7,"Me 2-2",22:31:43.7,47:48:03.96,3.1,B,p;r;s;
604,100.6-05.4,"IC 5217",22:23:55.7,50:58:00.44,7.0,B,p;s;
605,101.8+08.7,"NGC 7076",21:26:23.5,62:53:31.81,67.0,E,a;m;r;
606,102.8-05.0,"Abell 80",22:34:45.6,52:26:06.22,169.0,B,m;p;s;
607,102.9-02.3,"Abell 79",22:26:17.3,54:49:38.06,59.0,B,m;s;
608,103.2+00.6,"M 2-51",22:16:03.9,57:28:33.74,64.0,B,m;p;s;
609,103.7+00.4,"M 2-52",22:20:30.7,57:36:21.64,16.0,B,a;m;s;
610,104.1+01.0,"Bl 2-1",22:20:16.6,58:14:16.58,1.6,S,
611,104.1+07.9,"NGC 7139",21:46:08.6,63:47:29.47,86.0,B,m;r;s;
612,104.1-01.4,"KLSS 2-6",22:30:06.8,56:11:53.81,17.0,E,a;r;
613,104.2-29.6,"Jn 1",23:35:53.33,30:28:06.4,354.0,E,a;m;s;
614,104.4-01.6,"M 2-53",22:32:17.7,56:10:26.11,20.0,B,m;p;r;s;
616,106.5-17.6,"NGC 7662",23:25:54.0,42:32:05.03,30.5,E,m;r;s;
617,107.0+21.3,"K 1-6",20:04:14.28,74:25:36.0,198.0,E,
618,107.4-02.6,"K 3-87",22:55:07.0,56:42:31.14,6.0,R,
620,107.6-13.3,"Vy 2-3",23:22:58.0,46:53:58.24,4.6,R,m;r;s;
621,107.7+07.8,"IsWe 2",22:13:22.52,65:53:55.4,950.0,E,s;
622,107.7-02.2,"M 1-80",22:56:19.8,57:09:20.66,8.0,R,a;s;
623,107.8+02.3,"NGC 7354",22:40:19.87,61:17:08.7,33.0,B,m;p;s;
624,108.4-76.1,"BoBn 1",00:37:16.0,-13:42:58.46,2.2,S,
626,110.6-12.9,"K 1-20",23:39:10.8,48:12:29.09,33.0,R,m;r;s;
628,111.2+07.0,"KjPn 6",22:49:02.2,67:01:38.89,6.0,B,
631,112.5+03.7,"K 3-88",23:12:15.5,64:39:17.71,5.1,E,a;r;s;
632,112.9-10.2,"Abell 84",23:47:44.3,51:23:56.29,146.0,E,a;m;r;s;
633,113.6-06.9,"Abell 83",23:46:46.7,54:44:37.68,47.0,R,a;r;
634,114.0-04.6,"Abell 82",23:45:47.8,57:03:59.22,133.0,B,m;p;s;
635,116.2+08.5,"M 2-55",23:31:51.4,70:22:14.16,58.0,B,m;p;s;
636,117.5+18.9,"IC 1454",22:42:24.9,80:26:31.27,34.0,R,m;r;s;
637,118.0-08.6,"Vy 1-1",00:18:42.2,53:52:20.03,5.2,E,s;
638,118.7+08.2,"Abell 86",00:01:31.0,70:42:29.92,70.0,R,a;
639,118.8-74.7,"NGC 246",00:47:03.3,-11:52:19.06,260.0,E,a;r;s;
640,119.3+00.3,"BV 5-1",00:19:58.7,62:59:01.68,42.0,B,m;s;
641,119.6-06.1,"Hu 1-1",00:28:15.6,55:57:54.72,8.0,E,a;r;s;
642,120.0+09.8,"NGC 40",00:13:01.0,72:31:19.09,56.0,B,m;s;
644,120.2-05.3,"Sh 2-176",00:31:48.6,57:22:58.37,660.0,E,a;r;s;
646,121.6+03.5,"We 1-1",00:38:54.05,66:23:49.3,22.0,E,a;r;s;
647,122.1-04.9,"Abell 2",00:45:34.7,57:57:34.88,36.5,E,r;s;
648,123.6+34.5,"IC 3568",12:33:06.8,82:33:50.29,17.8,R,m;s;
649,124.0+02.9,"KLSS 2-7",01:02:24.5,65:46:32.81,20.0,R,a;s;
651,124.3-07.7,"WeSb 1",01:00:54.10,55:04:00.0,185.0,R,a;r;
653,126.3+02.9,"K 3-90",01:24:58.6,65:38:36.13,10.0,E,m;r;s;
654,128.0-04.1,"Sh 2-188",01:30:20.00,58:26:29.0,702.0,A,a;m;r;
655,129.2-02.0,"We 2-5",01:42:37.88,60:09:47.2,210.0,B,a;m;r;s;
656,129.5+04.5,"K 3-91",01:58:35.4,66:34:00.48,10.0,B,m;s;
657,129.6+03.4,"IPHASX J015624.9+652830",01:56:24.9,65:28:30.36,212.0,R,a;r;
658,129.6-05.6,"KLSS 2-8",01:40:05.84,56:34:54.6,90.0,E,
659,130.2+01.3,"IC 1747",01:57:35.8,63:19:18.12,13.0,E,m;s;
660,130.3-11.7,"M 1-1",01:37:19.4,50:28:11.50,7.0,E,a;s;
661,130.4+03.1,"K 3-92",02:03:41.3,64:57:39.13,18.0,B,p;r;s;
662,130.9-10.5,"NGC 650/1",01:42:19.9,51:34:31.15,168.0,B,m;s;
663,131.4-05.4,"BV 5-3",01:53:02.92,56:24:19.80,24.0,R,r;s;
664,131.5+02.6,"Abell 3",02:12:06.6,64:09:00.94,63.0,E,a;r;s;
665,132.4+04.7,"K 3-93",02:26:30.0,65:47:53.27,10.0,B,a;r;s;
667,135.6+01.0,"WeBo 1",02:40:14.37,61:09:16.7,65.0,B,a;m;p;r
668,136.1+04.9,"Abell 6",02:58:41.9,64:30:06.30,188.0,R,a;r;s;
669,136.3+05.5,"HFG 1",03:03:47.03,64:54:35.4,500.0,E,a;r;s;
670,138.1+04.1,"Sh 2-200",03:10:58.86,62:47:54.9,360.0,E,a;m;r;s;
671,138.8+02.8,"IC 289",03:10:19.3,61:19:00.91,46.0,E,m;r;s;
672,141.7-07.8,"Abell 5",02:52:15.1,50:35:54.06,136.0,E,a;r;
673,142.1+03.4,"K 3-94",03:36:08.1,60:03:46.30,10.0,B,a;m;r;s;
675,144.3-15.5,"Abell 4",02:45:23.7,42:33:04.93,20.0,R,r;
676,144.1+06.1,"NGC 1501",04:06:59.40,60:55:14.2,57.0,E,m;s;
677,144.8+65.8,"LTNF 1",11:57:44.8,48:56:18.38,230.0,B,
678,146.7+07.6,"M 4-18",04:25:50.8,60:07:12.72,3.7,E,p;r;s;
679,147.4-02.3,"M 1-4",03:41:43.4,52:17:00.28,4.2,E,m;r;s;
680,147.8+04.1,"M 2-2",04:13:15.0,56:56:58.09,6.0,R,a;m;r;s;
681,148.4+57.0,"NGC 3587",11:14:47.7,55:01:08.51,208.0,R,m;p;r;s;
682,149.0+04.4,"K 4-47",04:20:45.3,56:18:12.60,12.2,B,p;
683,149.4-09.2,"HaWe 4",03:27:15.4,45:24:20.48,620.0,E,a;r;
685,151.4+00.5,"K 3-64",04:13:27.3,51:51:00.94,7.5,E,m;r;s;
686,153.7+22.8,"Abell 16",06:43:55.5,61:47:24.68,148.0,R,a;r;
687,153.7-01.4,"K 3-65",04:15:54.5,48:49:40.62,5.0,S,
690,158.6+00.7,"Sh 2-216",04:43:21.3,46:42:05.80,6000.0,R,a;r;s;
691,158.8+37.1,"Abell 28",08:41:35.6,58:13:48.43,330.0,R,a;s;
692,158.9+17.8,"PuWe 1",06:19:33.95,55:36:43.8,1240.0,R,a;r;s;
693,159.0-15.1,"IC 351",03:47:33.00,35:02:48.7,7.5,E,m;p;
694,160.7-02.9,"WSLS 1",04:37:21.3,42:47:10.46,27.0,R,r;
695,161.2-14.8,"IC 2003",03:56:22.0,33:52:30.58,10.0,E,m;s;
696,163.1-00.8,"We 1-3",04:54:31.0,42:16:40.91,123.0,R,a;r;s;
697,164.8+31.1,"JnEr 1",07:57:51.6,53:25:16.97,394.0,B,a;m;p;s;
698,165.5-15.2,"NGC 1514",04:09:16.99,30:46:33.5,188.0,E,m;p;s;
699,165.5-06.5,"K 3-67",04:39:47.9,36:45:42.84,,B,a;r;s;
700,166.1+10.4,"IC 2149",05:56:23.9,46:06:17.32,12.5,B,m;s;
702,167.0-00.9,"Abell 8",05:06:38.42,39:08:08.6,60.0,R,a;r;s;
703,167.4-09.1,"K 3-66",04:36:37.2,33:39:29.88,2.1,B,m;p;s;
704,170.3+15.8,"NGC 2242",06:34:07.4,44:46:38.10,20.0,R,p;r;s;
705,170.7+04.6,"K 3-69",05:41:22.1,39:15:08.10,,S,
706,171.3-25.8,"Ba 1",03:53:36.4,19:29:38.94,54.0,R,a;m;r;s;
707,173.5+03.2,"Pu 2",05:42:34.1,36:09:07.42,22.0,E,
709,173.7-05.8,"K 2-1",05:07:08.30,30:49:18.4,126.0,E,a;m;s;
710,174.2-14.6,"H 3-29",04:37:23.4,25:02:38.90,23.8,R,a;r;s;
711,178.3-02.5,"K 3-68",05:31:35.9,28:58:41.56,12.0,E,r;s;
712,181.5+00.9,"Pu 1",05:52:48.46,28:05:59.2,73.0,E,a;r;s;
714,184.0-02.1,"M 1-5",05:46:50.0,24:22:02.32,2.8,S,
715,184.6+00.6,"K 3-70",05:58:45.4,25:18:43.85,2.0,E,a;m;
715,184.6+00.6,"K 3-70",05:58:45.4,25:18:43.85,2.0,E,a;m;
716,184.8+04.4,"K 3-71",06:13:55.0,26:52:57.00,3.0,E,
717,189.1+19.8,"NGC 2371-72",07:25:34.68,29:29:26.4,48.9,B,m;p;s;
718,189.8+07.7,"M 1-7",06:37:20.94,24:00:35.6,11.0,B,p;s;
719,190.3-17.7,"J 320",05:05:34.3,10:42:22.72,9.4,B,m;p;s;
722,193.0-04.5,"KLSS 1-5",05:57:07.98,15:25:31.0,72.0,E,s;
723,193.6-09.5,"H 3-75",05:40:45.0,12:21:23.26,31.0,R,a;m;r;s;
724,194.2+02.5,"J 900",06:25:57.3,17:47:27.20,8.2,E,a;m;s;
725,196.6-10.9,"NGC 2022",05:42:06.19,09:05:10.5,27.9,E,m;p;r;s;
727,197.2-14.2,"Abell 10",05:31:45.69,06:56:02.0,37.2,R,s;
728,197.4-06.4,"WeDe 1",05:59:24.87,10:41:40.4,1020.0,E,a;r;
729,197.8-03.3,"Abell 14",06:11:08.7,11:46:43.36,40.0,B,p;s;
730,197.8+17.3,"NGC 2392",07:29:10.8,20:54:42.44,46.0,E,a;m;p;s;
731,198.6-06.3,"Abell 12",06:02:20.0,09:39:14.08,44.1,E,m;r;s;
732,199.4+14.3,"PaJy 1",07:20:01.6,18:17:26.48,13.5,,
734,201.7+02.5,"K 4-48",06:39:55.9,11:06:30.71,,S,
735,201.9-04.6,"We 1-4",06:14:33.7,07:34:29.86,41.4,B,p;s;
736,204.0-08.5,"Abell 13",06:04:47.9,03:56:35.77,170.0,E,a;m;r;
738,204.8-03.5,"K 3-72",06:23:54.9,05:30:12.89,22.9,B,s;
739,205.1+14.2,"Abell 21",07:29:02.7,13:14:48.77,750.0,E,a;m;s;
740,205.8-26.7,"MaC 2-1",05:03:41.9,-06:10:02.96,4.0,S,
